query_tokens                                                                     | shape=(1, 32, 768) | params=24,576 | requires_grad=True
qformer.encoder.layer.2.crossattention.attention.query.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.crossattention.attention.key.weight                      | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.2.crossattention.attention.key.bias                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.crossattention.attention.value.weight                    | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.2.crossattention.attention.value.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.crossattention.output.dense.weight                       | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.2.crossattention.output.dense.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.crossattention.output.LayerNorm.weight                   | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.crossattention.output.LayerNorm.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.2.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.2.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.2.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.2.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.3.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.3.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.3.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.3.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.3.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.3.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.3.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.3.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.query.weight                    | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.query.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.key.weight                      | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.key.bias                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.value.weight                    | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.4.crossattention.attention.value.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.output.dense.weight                       | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.4.crossattention.output.dense.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.output.LayerNorm.weight                   | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.crossattention.output.LayerNorm.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.4.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.4.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.4.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.4.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.5.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.5.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.5.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.5.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.5.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.5.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.5.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.5.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.query.weight                    | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.query.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.key.weight                      | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.key.bias                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.value.weight                    | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.6.crossattention.attention.value.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.output.dense.weight                       | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.6.crossattention.output.dense.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.output.LayerNorm.weight                   | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.crossattention.output.LayerNorm.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.6.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.6.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.6.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.6.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.7.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.7.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.7.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.7.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.7.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.7.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.7.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.7.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.query.weight                    | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.query.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.key.weight                      | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.key.bias                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.value.weight                    | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.8.crossattention.attention.value.bias                      | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.output.dense.weight                       | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.8.crossattention.output.dense.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.output.LayerNorm.weight                   | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.crossattention.output.LayerNorm.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.8.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.8.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.8.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.8.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.attention.query.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.9.attention.attention.query.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.attention.key.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.9.attention.attention.key.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.attention.value.weight                         | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.9.attention.attention.value.bias                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.output.dense.weight                            | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.9.attention.output.dense.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.output.LayerNorm.weight                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.attention.output.LayerNorm.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.intermediate_query.dense.weight                          | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.9.intermediate_query.dense.bias                            | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.9.output_query.dense.weight                                | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.9.output_query.dense.bias                                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.output_query.LayerNorm.weight                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.9.output_query.LayerNorm.bias                              | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.attention.query.weight                        | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.attention.attention.query.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.attention.key.weight                          | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.attention.attention.key.bias                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.attention.value.weight                        | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.attention.attention.value.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.output.dense.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.attention.output.dense.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.output.LayerNorm.weight                       | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.attention.output.LayerNorm.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.query.weight                   | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.query.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.key.weight                     | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.key.bias                       | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.value.weight                   | shape=(768, 1408) | params=1,081,344 | requires_grad=True
qformer.encoder.layer.10.crossattention.attention.value.bias                     | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.output.dense.weight                      | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.10.crossattention.output.dense.bias                        | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.output.LayerNorm.weight                  | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.crossattention.output.LayerNorm.bias                    | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.intermediate_query.dense.weight                         | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.10.intermediate_query.dense.bias                           | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.10.output_query.dense.weight                               | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.10.output_query.dense.bias                                 | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.output_query.LayerNorm.weight                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.10.output_query.LayerNorm.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.attention.query.weight                        | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.11.attention.attention.query.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.attention.key.weight                          | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.11.attention.attention.key.bias                            | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.attention.value.weight                        | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.11.attention.attention.value.bias                          | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.output.dense.weight                           | shape=(768, 768) | params=589,824 | requires_grad=True
qformer.encoder.layer.11.attention.output.dense.bias                             | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.output.LayerNorm.weight                       | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.attention.output.LayerNorm.bias                         | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.intermediate_query.dense.weight                         | shape=(3072, 768) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.11.intermediate_query.dense.bias                           | shape=(3072,) | params=3,072 | requires_grad=True
qformer.encoder.layer.11.output_query.dense.weight                               | shape=(768, 3072) | params=2,359,296 | requires_grad=True
qformer.encoder.layer.11.output_query.dense.bias                                 | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.output_query.LayerNorm.weight                           | shape=(768,) | params=768 | requires_grad=True
qformer.encoder.layer.11.output_query.LayerNorm.bias                             | shape=(768,) | params=768 | requires_grad=True
language_projection.weight                                                       | shape=(2048, 768) | params=1,572,864 | requires_grad=True
language_projection.bias                                                         | shape=(2048,) | params=2,048 | requires_grad=True
language_model.shared.weight                                                     | shape=(32128, 2048) | params=65,798,144 | requires_grad=False
language_model.encoder.block.0.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.0.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.0.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.0.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.0.layer.0.SelfAttention.relative_attention_bias.weight | shape=(32, 32) | params=1,024 | requires_grad=False
language_model.encoder.block.0.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.0.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.0.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.0.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.0.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.1.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.1.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.1.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.1.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.1.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.1.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.1.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.1.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.1.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.2.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.2.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.2.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.2.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.2.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.2.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.2.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.2.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.2.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.3.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.3.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.3.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.3.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.3.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.3.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.3.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.3.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.3.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.4.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.4.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.4.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.4.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.4.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.4.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.4.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.4.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.4.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.5.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.5.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.5.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.5.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.5.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.5.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.5.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.5.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
language_model.encoder.block.5.layer.1.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.6.layer.0.SelfAttention.q.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.6.layer.0.SelfAttention.k.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.6.layer.0.SelfAttention.v.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.6.layer.0.SelfAttention.o.weight                    | shape=(2048, 2048) | params=4,194,304 | requires_grad=False
language_model.encoder.block.6.layer.0.layer_norm.weight                         | shape=(2048,) | params=2,048 | requires_grad=False
language_model.encoder.block.6.layer.1.DenseReluDense.wi_0.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.6.layer.1.DenseReluDense.wi_1.weight                | shape=(5120, 2048) | params=10,485,760 | requires_grad=False
language_model.encoder.block.6.layer.1.DenseReluDense.wo.weight                  | shape=(2048, 5120) | params=10,485,760 | requires_grad=False
